category,product_name,podio,reviews_rating_number,reviews_amount,_source,_data_coleta,old_price,new_price,ranking_number
 Brinquedos e Hobbies,Carrinho Controle Remoto Pirueta Giro 360º 4x4 Mega Compras Cor Preto,19º MAIS VENDIDO,4.7,1708,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,199.42,115.32,19
 Brinquedos e Hobbies,Bebê Reborn Boneco Stitch Em Silicone Com Bolsa Maternidade,20º MAIS VENDIDO,4.4,506,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,279.9,159.54,20
 Celulares e Telefones,Motorola Moto G34 5g 128 Gb Preto 4 Gb Ram,19º MAIS VENDIDO,4.8,7970,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,998.9,798.3,19
 Celulares e Telefones,Suporte Para Celular Automotivo Carro Painel Mesa Retrovisor,20º MAIS VENDIDO,4.6,5094,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,36.9,3.62,20
" Eletrônicos, Áudio e Vídeo",Fone Agold Fn-bt10 Bluetooth 3 Geração Para iPhone 8 X Xr 11 12 13 14 15 Cor Branco Luz Verde,18º MAIS VENDIDO,4.4,1555,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,57.9,5.68,18
 Câmeras e Acessórios,Suporte Peito Peitoral Celular Câmera Gopro Chest Band Vídeo,19º MAIS VENDIDO,4.5,1648,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,59.9,39.53,19
 Esportes e Fitness,Suplemento Em Pó Turbo 300g Black Skull Sem Sabor,15º MAIS VENDIDO,4.7,86515,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,39.9,24.33,15
 Ferramentas,Multímetro Digital Automotivo C/ Iluminação Bip Profissional,13º MAIS VENDIDO,4.7,3674,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,30.12,2.95,13
 Festas e Lembrancinhas,Bexiga Balões Pérola Metalizado Festa 50 Un  Nº9 Polegadas ,14º MAIS VENDIDO,4.6,454,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,49.99,29.99,14
 Instrumentos Musicais,Pedal De Efeito Cuvave Cube Baby Preto,14º MAIS VENDIDO,4.8,5031,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,226.29,32.0,14
 Instrumentos Musicais,Caixa De Som Tv Sound Bar Jbl Bluetooth Som Cinema Sb180 Cor Preto Frequência 50/60hz 110v/220v,15º MAIS VENDIDO,4.8,566,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,2.299,999.99,15
 Games,Controle Playstation Sony Dualshock 4 Preto Original - Ps4,12º MAIS VENDIDO,4.7,5824,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,292.86,284.07,12
 Indústria e Comércio,Cadeira De Escritório Prizi Essencial Ergonômica  Preta Com Estofado De Mesh,12º MAIS VENDIDO,4.0,1754,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,239.9,34.27,12
 Informática,Dvd Player D-20 Com Karaokê Mp3 Usb Il Mondial Bivolt,12º MAIS VENDIDO,4.5,10427,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,129.9,37.83,12
 Joias e Relógios,Promoção Cordão Corrente Aço Inox 60cm Prata Masculino 3mm,12º MAIS VENDIDO,4.7,1610,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,27.9,18.0,12
 Joias e Relógios,Relógio Feminino + Kit Colar Brincos Folheado Ouro 18k,13º MAIS VENDIDO,4.6,850,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,88.9,53.34,13
" Eletrônicos, Áudio e Vídeo",Antena Digital  Exbom/lelong Hd Para Tv Smart Led Lcd 4k 3d Int/ext Uhf 5m Interno Externo,19º MAIS VENDIDO,4.3,2527,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,21.55,10.78,19
" Eletrônicos, Áudio e Vídeo",Suporte Tv Universal Br-1000 Fixo Painel Tv Led Lcd 14 À 84 Polegadas Cor Preto Loja 19br,20º MAIS VENDIDO,4.8,2093,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,16.9,1.6600000000000001,20
 Esportes e Fitness,Barraca Camping Iglu Para Até 4 Pessoas - Mor,16º MAIS VENDIDO,4.7,13557,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,170.6,132.0,16
 Ferramentas,Pistola Pintura Gravidade 600ml 3 Bicos 1.2 1.5 1.8,14º MAIS VENDIDO,4.7,7472,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,91.84,56.9,14
 Festas e Lembrancinhas,Balão Bexiga Liso Festa Decoração 9 Polegadas 50 Unidades,15º MAIS VENDIDO,4.6,613,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,21.85,17.48,15
 Instrumentos Musicais,Violão Clássico Queen's Conthey D13751 Para Destros Preta Verniz,16º MAIS VENDIDO,4.4,4754,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,308.88,267.99,16
 Games,Controle Fca Compatível Com Ps4 Joystick Manete Ps4 Pc Cor Preto,13º MAIS VENDIDO,4.5,1465,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,58.55,5.74,13
 Indústria e Comércio,Mercado Pago: Máquina De Cartão Point Smart 2 4g Wifi,13º MAIS VENDIDO,4.7,5223,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,349.9,213.43,13
 Indústria e Comércio,Lixeira Banheiro Pedal 5 Litros Plástico Cesto Escritório Cor Preto,14º MAIS VENDIDO,4.5,771,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,39.99,31.59,14
 Informática,Fone De Ouvido Sem Fio Galaxy Buds Fe Grafite Samsung Sm-r400,13º MAIS VENDIDO,4.9,3019,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,334.66,32.0,13
 Joias e Relógios,Pulseira De Prata 925 Masculina Legítima Grumet Italiana,14º MAIS VENDIDO,4.7,2301,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,40.38,3.96,14
 Esportes e Fitness,Creatina 120 Caps - Integralmedica,17º MAIS VENDIDO,4.8,6655,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,60.26,38.64,17
 Ferramentas,Tramontina 43800005 Caixa Para Ferramentas Sanfonada Com 5 Gavetas,15º MAIS VENDIDO,4.9,7570,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,189.9,114.26,15
 Festas e Lembrancinhas,Pulseira Neon Kit 100 Alto Brilho Fluorescente Festa Balada,16º MAIS VENDIDO,4.7,505,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,47.69,32.9,16
 Instrumentos Musicais,Capotraste Violao Aço Nylon Guitarra Cavaco Ukulele Baixo,17º MAIS VENDIDO,4.8,1405,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,20.71,2.03,17
 Instrumentos Musicais,Suporte De Parede Violão Guitarra Violino Baixo Ukulele Acolchoado Com Parafusos,18º MAIS VENDIDO,4.8,2555,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,11.35,1.11,18
 Games,"Ssd 1tb Sata 3.0 6 Gb/s Interno Sandisk Plus Sdssda-1t00-g27 2,5 Polegadas Velocidade De Leitura Até 535 Mb/s E Gravação Até 350 Mb/s Preto",14º MAIS VENDIDO,4.9,1448,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,377.89,36.95,14
 Indústria e Comércio,Cadeira De Escritório Pctop Office Fit 1001 9050 Ergonômica Preta Com Estofado De Mesh Y Tecido,15º MAIS VENDIDO,4.2,5457,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,239.14,34.0,15
 Informática,Tablet Samsung Tab A9+ 64gb 4gb Ram - 5g - Enterprise Edition Tela 11.0  X216 Grafit,14º MAIS VENDIDO,4.8,7611,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,2.523,1.239,14
 Joias e Relógios,Kit Relógio Feminino Champion Rosé Espelhado Colar E Brincos,15º MAIS VENDIDO,4.8,1292,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,370.28,279.0,15
 Joias e Relógios,Relógio Digital Despertador Mesa Cabeceira Quarto Idoso Cor Preto,16º MAIS VENDIDO,4.4,208,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,40.55,26.0,16
 Esportes e Fitness,Ômega 3 Epa 540mg Dha 360mg Catarinense 120 Cápsulas,18º MAIS VENDIDO,4.8,7398,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,39.82,3.0,18
 Ferramentas,Aparador De Grama Tramontina 110v Ap1500t Com Diâmetro De Corte 280mm 1.500w Laranja/preto,16º MAIS VENDIDO,4.7,8789,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,297.59,258.9,16
 Ferramentas,Mini Compressor Elétrica Portátil E Multifuncional Ideal Para Pneus Bolas E Mais,17º MAIS VENDIDO,4.7,4897,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,90.79,78.99,17
 Festas e Lembrancinhas,Kit 50 Unidades Balao Bubble Bolha Transparente 24 Polegadas,17º MAIS VENDIDO,4.7,3275,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,65.37,6.0,17
 Instrumentos Musicais,Flauta Yamaha Doce Germanica Soprano Yrs23g Cor Bege,19º MAIS VENDIDO,4.9,1189,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,39.14,3.84,19
 Games,Cartão De Memória Sandisk Ultra Com Adaptador Sd 64gb - Modelo Sdsquns-064g,15º MAIS VENDIDO,4.7,3516,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,19.69,1.9300000000000002,15
 Indústria e Comércio,Bota Segurança Bracol Tenis Sapato Botina Nobuck Bae Ca40872,16º MAIS VENDIDO,4.7,4356,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,164.98,133.63,16
 Informática,Fone De Ouvido Bluetooth Sem Fio Pro 4 Com Estojo,15º MAIS VENDIDO,4.1,554,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,32.45,3.18,15
 Informática,Fone De Ouvido Qcy T13 Com 4 Microfones E Bluetooth 5.1 Cor Preto,16º MAIS VENDIDO,4.8,24126,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,235.43,188.0,16
 Joias e Relógios,Corrente Cordão Masculino Grumet Aço Inox Cruz Crucifixo,17º MAIS VENDIDO,4.7,513,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,39.4,23.7,17
 Esportes e Fitness,Suplemento Em Pó 100% Hd Refil Black Skull - 900g Wpc Wpi E Wph Sabor Chocolate,19º MAIS VENDIDO,4.7,17754,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,78.8,63.04,19
 Ferramentas,Jogo Chave Combinada 12 Pçs 6 A 22mm Boca Estrela Starfer,18º MAIS VENDIDO,4.2,689,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,58.54,5.74,18
 Festas e Lembrancinhas,Prato De Isopor Descartável Refeição Churrasco 23cm 100un,18º MAIS VENDIDO,4.9,383,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,47.9,36.88,18
 Games,Controle Sem Fio Deltrad Para Ps4 Pc Gamer Smart Tv Gamepass Android Play 4 Cor Preto,16º MAIS VENDIDO,4.6,399,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,57.33,5.62,16
 Games,Ssd240gb Adata 3 2.5 Su650 Asu650ss-240gt-r 240gb Preto,17º MAIS VENDIDO,4.8,2866,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,146.99,14.41,17
 Indústria e Comércio,Mesa Escrivaninha Industrial Diretor Ferro E Madeira Vintage 150x60cm Estilo Nórdico Madeirado Com Preto E-led Classic150,17º MAIS VENDIDO,4.2,1192,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,239.99,34.28,17
 Indústria e Comércio,20 Rolos Fita Adesiva Durex Embalagem Rolo Transparente 500m,18º MAIS VENDIDO,4.1,344,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,178.99,17.55,18
 Informática,Teclado Gamer Semi Mecânico Led Rgb Abnt2 Usb Pc Ps4 Xbox,17º MAIS VENDIDO,4.7,4505,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,78.9,59.96,17
 Joias e Relógios,Cordão Banhada A Ouro 18k 70 Cm + Pulseira E Pingente,18º MAIS VENDIDO,4.5,3023,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,89.95,79.15,18
 Joias e Relógios,Relógio Feminino Analógico + Colar Brincos Folheado Ouro 18k,19º MAIS VENDIDO,4.6,786,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,88.9,53.34,19
 Esportes e Fitness,Caixa Termica Suv Cooler Com Alça 20 Litros Praia Pesca Camping Cor Preto E Amarelo Termolar,20º MAIS VENDIDO,4.8,2509,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,120.06,72.0,20
 Ferramentas,Lavadora De Alta Pressão Karcher Compacta 1500psi 1400w Karcher 220v,19º MAIS VENDIDO,4.7,13349,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,445.89,359.1,19
 Festas e Lembrancinhas,2 Cortinas Metalizada Lisa Franja Para Festa 2x1m Decoração,19º MAIS VENDIDO,4.8,676,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,20.9,17.97,19
 Games,Console Nintendo Switch 32gb Mario Kart 8 Deluxe,18º MAIS VENDIDO,4.9,594,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,3.12,2.138,18
 Indústria e Comércio,Agulhas Para Caneta De Insulina 4mm X 32g C/ 100un Uniqmed Cor Branco.,19º MAIS VENDIDO,4.9,3924,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,29.99,23.5,19
 Informática,Ssd M.2 Nvme Pcie Gen 4.0 Interno Kingston Nv2 1tb M.2 2280 Snv2s/1000g Velocidade De Leitura Até 3500mb/s E Gravação 2800mb/s Interno Cor Celeste,18º MAIS VENDIDO,4.9,5183,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,457.58,429.47,18
 Joias e Relógios,Chave De Fenda Philips Isolada Eletricista 6 Peças Imã Magnética,20º MAIS VENDIDO,4.7,1651,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,25.26,18.43,20
 Ferramentas,Moto Esmeril De Bancada 6 Pol. 360w 1/2cv Bivolt 110v/220v,20º MAIS VENDIDO,4.7,4156,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,209.99,178.49,20
 Festas e Lembrancinhas,Balão Bubble Bolha Transparente 24 Pol Pacote Com 50 Und,20º MAIS VENDIDO,4.8,728,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,65.12,6.38,20
 Games,Red Dead Redemption 2 Standard Edition Rockstar Games Ps4 Físico,19º MAIS VENDIDO,4.9,5422,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,160.41,128.65,19
 Indústria e Comércio,Cadeira De Escritório Diretor Fortt Csf06-p Preta,20º MAIS VENDIDO,4.0,552,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,242.72,23.0,20
 Informática,Fone Ouvido Via Bluetooth Hd 5.3 Heruz Stereo Gamer Led,19º MAIS VENDIDO,4.7,1540,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,45.39,4.45,19
 Games,Cartão Micro Sd 32gb 16tbw Intelbras,20º MAIS VENDIDO,4.9,1673,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,51.52,5.05,20
 Informática,Impressora Multifuncional Cor Hp Multifuncional Deskjet Ink Advantage 2874 127/220v,20º MAIS VENDIDO,4.7,4311,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,479.04,398.92,20
" Livros, Revistas e Comics",Café Com Deus Pai Porções Diárias De Transformação 2025 De Rostirola Junior Editorial Velos Capa Mole Em Português,1º MAIS VENDIDO,4.9,7082,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,74.9,7.34,1
" Livros, Revistas e Comics",Café Com Deus Pai Edição 2025 Júnior Rostirola Marca Página,2º MAIS VENDIDO,5.0,792,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,72.9,7.15,2
" Livros, Revistas e Comics",Devocional Mulheres Biblia Feminino De Viviane Martinello Específico Vol Único Editorial Vida Capa Dura Em Português 2024,3º MAIS VENDIDO,4.9,888,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,55.5,49.5,3
" Livros, Revistas e Comics",Café Com Deus Pai: Porções Diárias De Renovação - Junior Rostirola - Editora Vida,4º MAIS VENDIDO,4.9,15398,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,31.9,3.13,4
" Livros, Revistas e Comics",Devocional 365 Dias Priorize Deus 2025 De Michel Simplício Editorial Vida Capa Dura Em Português 2025,5º MAIS VENDIDO,4.9,276,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,50.32,16.77,5
" Livros, Revistas e Comics",Kit Devocional Café Com Deus Pai | Junior Rostirola | Edição 2025 + Caneca Personalizada Lançamento,6º MAIS VENDIDO,4.9,335,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,149.89,14.69,6
" Livros, Revistas e Comics",Livro De Colorir Bobbie Goods Capa Dura 50 Páginas De Desenhos Em Folha A5 180 Gr - Boobie Goods,7º MAIS VENDIDO,4.9,317,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,99.9,72.2,7
" Livros, Revistas e Comics",Hábitos Atômicos: Um Método Fácil E Comprovado De Criar Bons Hábitos E Se Livrar Dos Maus - Editora Alta Books,8º MAIS VENDIDO,4.9,2755,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,44.9,39.96,8
" Música, Filmes e Seriados",Tubo Ressonância Lax Vox Original Etvso 35cmx9 Translucido,1º MAIS VENDIDO,4.8,962,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,22.99,20.69,1
" Livros, Revistas e Comics",Café Com Deus Pai Kids 2025 Meu Super-herói De Rostirola Junior. 1 Vol. 01 Editorial Editora Vélos Capa Dura Edição 1 Em Português 2024,9º MAIS VENDIDO,5.0,98,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,74.9,67.41,9
" Música, Filmes e Seriados",Cd Taylor Swift Reputation 2017 Lacrado Original Em Estoque,2º MAIS VENDIDO,4.9,100,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,94.9,79.71,2
" Livros, Revistas e Comics","Pai Rico, Pai Pobre - Edição De 20 Anos Atualizada E Ampliada: O Que Os Ricos Ensinam A Seus Filhos Sobre Dinheiro - Editora Alta Books",10º MAIS VENDIDO,4.9,2428,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,34.9,3.42,10
" Música, Filmes e Seriados","100 Plásticos P/ Lp Vinil 50 Extra Grosso 0,20 + 50 Internos",3º MAIS VENDIDO,4.9,751,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,74.9,7.34,3
" Música, Filmes e Seriados",Vinil Marvel - Guardians Of The Galaxy Vol. 2: Awesome Mix V,4º MAIS VENDIDO,4.8,22,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,279.9,92.36,4
" Livros, Revistas e Comics",Livro De Colorir Bobbie Goods Capa Dura 50 Páginas A5 180g - Boobie Goods 50 Desenhos,11º MAIS VENDIDO,4.9,180,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,78.21,7.67,11
" Livros, Revistas e Comics","Livro De Colorir Em Capa Dura Com Desenhos Variados E Detalhados - Ideal Para Relaxamento, Combater O Estresse E Estimular A Criatividade! Um Presente Incrível Para Crianças E Adultos",12º MAIS VENDIDO,4.9,275,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,98.6,75.92,12
" Música, Filmes e Seriados",Vinil Caetano Veloso - Transa (translucido) Caetano Veloso,5º MAIS VENDIDO,4.9,54,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,229.9,177.02,5
" Livros, Revistas e Comics","Café Com Deus Pai Teens 2025: Viagem No Tempo, De Rostirola, Junior. Editorial Editora Vélos, Capa Dura, Edição 1 Em Português, 2024",13º MAIS VENDIDO,4.9,56,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,74.9,67.41,13
" Livros, Revistas e Comics","Mulheres Enraizadas | Viviane Martinello, De Viviane Martinello. Editorial Vida, Tapa Mole En Português, 2023",14º MAIS VENDIDO,4.9,1213,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,34.22,3.35,14
" Música, Filmes e Seriados",Cartão Pré-pago Presente Netflix R$ 35 Reais Envio Imediato,6º MAIS VENDIDO,4.7,251,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,48.99,4.8,6
" Livros, Revistas e Comics",Livro De Colorir Bobbie Goods Capa Dura Com Desenhos Variados E Detalhados Folha A5 Com 50 Páginas Para Pintar - Presente Para Crianças E Adultos - Pronta Entrega !!,15º MAIS VENDIDO,4.7,67,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,78.97,71.07,15
" Livros, Revistas e Comics","A Psicologia Financeira: Lições Atemporais Sobre Fortuna, Ganância E Felicidade, De Housel, Morgan. Editorial Casa Dos Livros Editora Ltda, Tapa Mole En Português, 2021",16º MAIS VENDIDO,4.9,4412,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,34.9,29.31,16
" Música, Filmes e Seriados",Vinil Cazuza - Ideologia (lp Vermelho) Cazuza,7º MAIS VENDIDO,4.8,72,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,199.9,93.95,7
" Música, Filmes e Seriados",Vinil Def Leppard Adrenalize,8º MAIS VENDIDO,4.8,19,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,206.7,34.45,8
" Livros, Revistas e Comics",Livro De Colorir Bobbie Goods Rosa Colorir 150 Páginas A4 Grande Encadernado,17º MAIS VENDIDO,4.5,174,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,59.99,49.79,17
" Livros, Revistas e Comics","Meu Diário De Oração 2025, De Freis Carmelitas Mensageiros Do Espírito Santo. 1, Vol. 1. Editorial Mensageiros, Capa Dura, Edição 1 Em Português, 2025",18º MAIS VENDIDO,5.0,37,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,68.67,6.0,18
" Música, Filmes e Seriados",Vinil Maria Bethânia - As Canções Que Você Fez Pra Mim Lp A Versão Do Álbum Standard,9º MAIS VENDIDO,4.7,15,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,229.9,142.53,9
" Música, Filmes e Seriados",Vinil Rbd - Rebels (2 Lps Azul Turquesa) - Importado Rbd,10º MAIS VENDIDO,4.7,18,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,349.9,101.47,10
" Música, Filmes e Seriados",Vinil Rbd - Nuestro Amor (2 Lps Laranja) - Importado Rbd,11º MAIS VENDIDO,5.0,11,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,349.9,132.96,11
" Música, Filmes e Seriados",Lp / Disco Vinil Ella Fitzgerald - Live At Montreux 1969,12º MAIS VENDIDO,5.0,11,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,279.9,92.36,12
" Música, Filmes e Seriados",Cartão Pré-pago Presente Netflix R$ 50 Reais Envio Imediato,13º MAIS VENDIDO,4.8,246,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,64.99,6.37,13
" Música, Filmes e Seriados",Cd Taylor Swift - Red (taylor's Version) 2cd Taylor Swift,14º MAIS VENDIDO,4.9,29,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,84.9,50.94,14
" Música, Filmes e Seriados",Vinil Duplo Cássia Eller - Cássia Eller - Importado Cássia E,15º MAIS VENDIDO,4.6,59,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,310.3,288.03,15
" Música, Filmes e Seriados",Vinil Barry White - Can't Get Enough - Importado Barry White,16º MAIS VENDIDO,4.9,13,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,279.9,92.36,16
" Música, Filmes e Seriados",Limpador De Lentes Cd Dvd Bluray Aparelho Newness Original,17º MAIS VENDIDO,4.4,215,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,35.99,3.5300000000000002,17
" Música, Filmes e Seriados",Box Demi Lovato - Brazilian Edition - 8cds Álbuns Originais,18º MAIS VENDIDO,4.9,59,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,155.0,31.0,18
 Mais Categorias,Blow Girl Gel Aromatizante Beijável Para Virilha Hot Flowers,1º MAIS VENDIDO,4.8,2102,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,57.39,5.63,1
 Mais Categorias,Gel Lubrificante Íntimo 2 Em 1 K-med Frasco 203g,2º MAIS VENDIDO,4.8,4777,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,33.9,25.76,2
 Mais Categorias,Perfume Feminino Lattafa Yara Edp 100 ml,3º MAIS VENDIDO,4.6,1366,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,189.99,18.63,3
 Mais Categorias,Narguile Kit Completo Black Hookah Carvão Fogareiro Aluminio,4º MAIS VENDIDO,4.5,747,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,151.8,14.0,4
 Mais Categorias,Zomo Natural Perfect Orgánica 50 Unidades King Size,5º MAIS VENDIDO,4.8,2586,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,50.78,4.98,5
 Mais Categorias,Maçarico Mini Portátil Recarregável Ultra Chama 1000 Graus Só Qualidade,6º MAIS VENDIDO,4.4,290,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,19.39,1.9,6
